OPO code,Center code,Begin date,End date,Local Transplants,Regional Transplants,KI transplants procured by this OPO for the center,PA transplants procured by this OPO for the center,LI transplants procured by this OPO for the center,IN transplants procured by this OPO for the center,HR transplants procured by this OPO for the center,LU transplants procured by this OPO for the center
OHOV,PACP-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,1,0
PADV,PACP-TX1,07/01/2017,06/30/2018,1,1,8,0,6,0,1,0
PATF,PACP-TX1,07/01/2017,06/30/2018,0,1,0,0,1,0,0,0
SCOP,PACP-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,0,2
TXSB,PACP-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,1,0
VATB,PACP-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
DCTC,PAGM-TX1,07/01/2017,06/30/2018,0,1,1,0,1,0,0,0
LAOP,PAGM-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
MDPC,PAGM-TX1,07/01/2017,06/30/2018,0,1,0,0,1,0,0,0
NJTO,PAGM-TX1,07/01/2017,06/30/2018,0,1,0,0,3,0,0,0
OHLB,PAGM-TX1,07/01/2017,06/30/2018,0,0,0,0,1,0,0,0
OHOV,PAGM-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
PADV,PAGM-TX1,07/01/2017,06/30/2018,1,1,34,0,7,0,0,0
PATF,PAGM-TX1,07/01/2017,06/30/2018,0,1,2,0,2,0,0,0
DCTC,PAHE-TX1,07/01/2017,06/30/2018,0,1,0,0,2,0,0,0
NJTO,PAHE-TX1,07/01/2017,06/30/2018,0,1,0,0,2,0,0,0
PADV,PAHE-TX1,07/01/2017,06/30/2018,1,1,16,0,20,0,10,0
PATF,PAHE-TX1,07/01/2017,06/30/2018,0,1,0,0,2,0,0,0
SCOP,PAHE-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,2,0
DCTC,PAHH-TX1,07/01/2017,06/30/2018,0,1,1,0,0,0,0,0
PADV,PAHH-TX1,07/01/2017,06/30/2018,1,1,19,0,0,0,0,0
PATF,PAHH-TX1,07/01/2017,06/30/2018,0,1,1,0,0,0,0,0
AZOB,PAHM-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
CORS,PAHM-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
NJTO,PAHM-TX1,07/01/2017,06/30/2018,0,1,2,0,1,0,0,0
PADV,PAHM-TX1,07/01/2017,06/30/2018,1,1,36,0,11,0,0,0
PADV,PALH-TX1,07/01/2017,06/30/2018,1,1,8,0,0,0,0,0
PATF,PALH-TX1,07/01/2017,06/30/2018,0,1,1,0,0,0,0,0
DCTC,PALV-TX1,07/01/2017,06/30/2018,0,1,3,0,0,0,0,0
LAOP,PALV-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
MDPC,PALV-TX1,07/01/2017,06/30/2018,0,1,1,0,0,0,0,0
MIOP,PALV-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
MNOP,PALV-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
MOMA,PALV-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
NCCM,PALV-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
NJTO,PALV-TX1,07/01/2017,06/30/2018,0,1,1,0,0,0,0,0
OHLC,PALV-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
PADV,PALV-TX1,07/01/2017,06/30/2018,1,1,73,2,0,0,0,0
PATF,PALV-TX1,07/01/2017,06/30/2018,0,1,1,0,0,0,0,0
INOP,PAPH-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
PATF,PAPH-TX1,07/01/2017,06/30/2018,1,1,5,0,0,0,0,0
CTOP,PAPT-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,0,1
DCTC,PAPT-TX1,07/01/2017,06/30/2018,0,1,2,0,1,0,0,8
FLWC,PAPT-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,1,0
GALL,PAPT-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,1,5
ILIP,PAPT-TX1,07/01/2017,06/30/2018,0,0,0,0,0,1,3,8
INOP,PAPT-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,1,11
MAOB,PAPT-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,1,0
MDPC,PAPT-TX1,07/01/2017,06/30/2018,0,1,1,0,1,0,1,6
MIOP,PAPT-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,2,15
MNOP,PAPT-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,0,2
MOMA,PAPT-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,1,0
MWOB,PAPT-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,1,2
NCCM,PAPT-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,0,1
NCNC,PAPT-TX1,07/01/2017,06/30/2018,0,0,2,0,0,0,0,4
NEOR,PAPT-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,1,0
NJTO,PAPT-TX1,07/01/2017,06/30/2018,0,1,0,0,2,0,1,0
NVLV,PAPT-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,4
OHLB,PAPT-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
OHLC,PAPT-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,1,3
OHLP,PAPT-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,1,10
OHOV,PAPT-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,0,8
PADV,PAPT-TX1,07/01/2017,06/30/2018,0,1,5,1,5,0,1,6
PATF,PAPT-TX1,07/01/2017,06/30/2018,1,1,111,13,46,0,18,27
SCOP,PAPT-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,0,4
TNDS,PAPT-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,1,2
VATB,PAPT-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,1,9
WIUW,PAPT-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,0,3
PADV,PASC-TX1,07/01/2017,06/30/2018,1,1,1,0,0,0,0,0
AZOB,PATJ-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
DCTC,PATJ-TX1,07/01/2017,06/30/2018,0,1,0,0,3,0,0,0
FLFH,PATJ-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
MDPC,PATJ-TX1,07/01/2017,06/30/2018,0,1,2,0,2,0,0,0
MWOB,PATJ-TX1,07/01/2017,06/30/2018,0,0,3,0,0,0,0,0
NJTO,PATJ-TX1,07/01/2017,06/30/2018,0,1,2,1,9,0,0,0
PADV,PATJ-TX1,07/01/2017,06/30/2018,1,1,73,8,64,0,10,0
PATF,PATJ-TX1,07/01/2017,06/30/2018,0,1,4,0,2,0,0,0
TNDS,PATJ-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
TXGC,PATJ-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
WALC,PATJ-TX1,07/01/2017,06/30/2018,0,0,1,0,1,0,0,0
WIDN,PATJ-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
CTOP,PATU-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,0,6
DCTC,PATU-TX1,07/01/2017,06/30/2018,0,1,1,0,1,0,0,9
FLMP,PATU-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,0,2
GALL,PATU-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,0,1
ILIP,PATU-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,0,8
KYDA,PATU-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,0,2
LAOP,PATU-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,0,1
MAOB,PATU-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,4
MDPC,PATU-TX1,07/01/2017,06/30/2018,0,1,1,1,1,0,0,8
MIOP,PATU-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,0,2
MNOP,PATU-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,0,2
NCCM,PATU-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,1,0
NJTO,PATU-TX1,07/01/2017,06/30/2018,0,1,1,0,0,0,0,11
NYRT,PATU-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,0,4
OHLC,PATU-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
OHLP,PATU-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,0,3
PADV,PATU-TX1,07/01/2017,06/30/2018,1,1,39,6,6,0,25,76
PATF,PATU-TX1,07/01/2017,06/30/2018,0,1,1,1,0,0,0,16
PRLL,PATU-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,2
SCOP,PATU-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,0,12
TNDS,PATU-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,0,1
VATB,PATU-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,0,5
WIDN,PATU-TX1,07/01/2017,06/30/2018,0,0,2,0,0,0,0,1
CTOP,PAUP-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,0,2
DCTC,PAUP-TX1,07/01/2017,06/30/2018,0,1,1,0,2,0,0,10
FLFH,PAUP-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,0,3
FLMP,PAUP-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,2
FLWC,PAUP-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
IAOP,PAUP-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
ILIP,PAUP-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,8
KYDA,PAUP-TX1,07/01/2017,06/30/2018,0,0,0,0,1,0,0,2
MAOB,PAUP-TX1,07/01/2017,06/30/2018,0,0,4,0,0,0,1,1
MDPC,PAUP-TX1,07/01/2017,06/30/2018,0,1,1,0,1,0,2,12
MIOP,PAUP-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,3,5
MNOP,PAUP-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,0,2
MOMA,PAUP-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,2
NCCM,PAUP-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,0,1
NCNC,PAUP-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,0,2
NJTO,PAUP-TX1,07/01/2017,06/30/2018,0,1,9,0,12,0,1,9
NYFL,PAUP-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
NYRT,PAUP-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,1,7
NYWN,PAUP-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,0,6
OHLB,PAUP-TX1,07/01/2017,06/30/2018,0,0,2,0,0,0,0,3
OHLC,PAUP-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,0,2
OHOV,PAUP-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,1,2
PADV,PAUP-TX1,07/01/2017,06/30/2018,1,1,93,3,98,0,42,81
PATF,PAUP-TX1,07/01/2017,06/30/2018,0,1,4,0,6,0,0,8
PRLL,PAUP-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
SCOP,PAUP-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,1,2
TNDS,PAUP-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,0,2
TXSB,PAUP-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
VATB,PAUP-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,0,8
DCTC,PAVA-TX1,07/01/2017,06/30/2018,0,1,0,0,2,0,0,0
MDPC,PAVA-TX1,07/01/2017,06/30/2018,0,1,0,0,1,0,0,0
NCNC,PAVA-TX1,07/01/2017,06/30/2018,0,0,0,0,1,0,0,0
NJTO,PAVA-TX1,07/01/2017,06/30/2018,0,1,0,0,1,0,0,0
OHLB,PAVA-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
PADV,PAVA-TX1,07/01/2017,06/30/2018,0,1,0,0,6,0,0,0
PATF,PAVA-TX1,07/01/2017,06/30/2018,1,1,40,0,32,0,0,0
TNDS,PAVA-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
TNMS,PAVA-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
TXSB,PAVA-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
PRLL,PRCC-TX1,07/01/2017,06/30/2018,1,1,0,0,0,0,4,0
FLFH,PRSJ-TX1,07/01/2017,06/30/2018,0,1,1,0,0,0,0,0
FLMP,PRSJ-TX1,07/01/2017,06/30/2018,0,1,0,0,1,0,0,0
GALL,PRSJ-TX1,07/01/2017,06/30/2018,0,1,2,0,1,0,0,0
MSOP,PRSJ-TX1,07/01/2017,06/30/2018,0,1,0,0,2,0,0,0
NEOR,PRSJ-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
PRLL,PRSJ-TX1,07/01/2017,06/30/2018,1,1,62,10,26,0,0,0
TNMS,PRSJ-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
AZOB,RIRH-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
MAOB,RIRH-TX1,07/01/2017,06/30/2018,1,1,37,0,0,0,0,0
FLFH,SCCH-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,1,0
FLUF,SCCH-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,1,0
FLWC,SCCH-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,2,0
SCOP,SCCH-TX1,07/01/2017,06/30/2018,1,1,0,0,0,0,3,0
TNDS,SCCH-TX1,07/01/2017,06/30/2018,0,1,0,0,0,0,1,0
ALOB,SCMU-TX1,07/01/2017,06/30/2018,0,0,2,0,0,0,1,0
AZOB,SCMU-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
CADN,SCMU-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
CAOP,SCMU-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
CORS,SCMU-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
CTOP,SCMU-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
FLFH,SCMU-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,0,4
FLMP,SCMU-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,0,2
FLWC,SCMU-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,2
GALL,SCMU-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,0,2
IAOP,SCMU-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
ILIP,SCMU-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
KYDA,SCMU-TX1,07/01/2017,06/30/2018,0,1,3,0,4,0,0,0
LAOP,SCMU-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
MAOB,SCMU-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
MIOP,SCMU-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
MOMA,SCMU-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
MWOB,SCMU-TX1,07/01/2017,06/30/2018,0,0,0,0,1,0,0,0
NCCM,SCMU-TX1,07/01/2017,06/30/2018,0,1,5,1,2,0,0,4
NCNC,SCMU-TX1,07/01/2017,06/30/2018,0,1,7,1,7,0,0,0
NEOR,SCMU-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
NYRT,SCMU-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
OHLB,SCMU-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
OHOV,SCMU-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
OKOP,SCMU-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
ORUO,SCMU-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
SCOP,SCMU-TX1,07/01/2017,06/30/2018,1,1,152,8,60,0,11,8
TNDS,SCMU-TX1,07/01/2017,06/30/2018,0,1,15,2,5,0,0,0
TNMS,SCMU-TX1,07/01/2017,06/30/2018,0,1,4,0,0,0,0,0
TXGC,SCMU-TX1,07/01/2017,06/30/2018,0,0,2,0,0,0,0,0
TXSB,SCMU-TX1,07/01/2017,06/30/2018,0,0,2,0,0,0,0,0
VATB,SCMU-TX1,07/01/2017,06/30/2018,0,1,7,0,2,0,0,0
DCTC,SDMK-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
ILIP,SDMK-TX1,07/01/2017,06/30/2018,0,1,1,0,4,0,0,0
MNOP,SDMK-TX1,07/01/2017,06/30/2018,1,1,23,1,6,0,0,0
NEOR,SDMK-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
PADV,SDMK-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
VATB,SDMK-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
WIDN,SDMK-TX1,07/01/2017,06/30/2018,0,1,1,1,0,0,0,0
WIUW,SDMK-TX1,07/01/2017,06/30/2018,0,1,0,0,1,0,0,0
CAOP,SDSV-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
ILIP,SDSV-TX1,07/01/2017,06/30/2018,0,1,1,0,0,0,0,0
MIOP,SDSV-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
MNOP,SDSV-TX1,07/01/2017,06/30/2018,1,1,11,0,0,0,0,0
MWOB,SDSV-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
TXGC,SDSV-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
ALOB,TNBM-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,2,0
GALL,TNBM-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,1,0
MSOP,TNBM-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,1,0
OHLC,TNBM-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,1,0
OHOV,TNBM-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,1,0
TNMS,TNBM-TX1,07/01/2017,06/30/2018,1,1,0,0,0,0,5,0
TXSA,TNBM-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,1,0
TXSB,TNBM-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,2,0
CAOP,TNEM-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
NYRT,TNEM-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
TNDS,TNEM-TX1,07/01/2017,06/30/2018,1,1,24,0,0,0,0,0
ALOB,TNLB-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,1,0
GALL,TNLB-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,1,0
ILIP,TNLB-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,1,0
KYDA,TNLB-TX1,07/01/2017,06/30/2018,0,1,0,0,1,0,0,0
MWOB,TNLB-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,1,0
SCOP,TNLB-TX1,07/01/2017,06/30/2018,0,1,1,0,1,0,0,0
TNDS,TNLB-TX1,07/01/2017,06/30/2018,0,1,0,0,2,0,0,0
TNMS,TNLB-TX1,07/01/2017,06/30/2018,1,1,5,0,0,0,2,0
TXGC,TNLB-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,1,0
WIUW,TNLB-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,2,0
ALOB,TNMH-TX1,07/01/2017,06/30/2018,0,0,1,0,1,0,0,0
AROR,TNMH-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
CTOP,TNMH-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
FLFH,TNMH-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
FLUF,TNMH-TX1,07/01/2017,06/30/2018,0,0,1,0,1,0,0,0
FLWC,TNMH-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
GALL,TNMH-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
IAOP,TNMH-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
KYDA,TNMH-TX1,07/01/2017,06/30/2018,0,1,5,0,2,0,0,0
LAOP,TNMH-TX1,07/01/2017,06/30/2018,0,0,3,0,0,0,0,0
MAOB,TNMH-TX1,07/01/2017,06/30/2018,0,0,4,0,0,0,0,0
MIOP,TNMH-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
MOMA,TNMH-TX1,07/01/2017,06/30/2018,0,0,2,0,0,0,0,0
MWOB,TNMH-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
NCCM,TNMH-TX1,07/01/2017,06/30/2018,0,1,6,0,8,0,0,0
NCNC,TNMH-TX1,07/01/2017,06/30/2018,0,1,5,0,11,0,0,0
NVLV,TNMH-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
NYRT,TNMH-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
NYWN,TNMH-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
OHLC,TNMH-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
OHLP,TNMH-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
OHOV,TNMH-TX1,07/01/2017,06/30/2018,0,0,2,0,0,0,0,0
ORUO,TNMH-TX1,07/01/2017,06/30/2018,0,0,3,0,0,0,0,0
PADV,TNMH-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
SCOP,TNMH-TX1,07/01/2017,06/30/2018,0,1,7,0,13,0,0,0
TNDS,TNMH-TX1,07/01/2017,06/30/2018,0,1,8,2,20,0,0,0
TNMS,TNMH-TX1,07/01/2017,06/30/2018,1,1,56,5,43,0,0,0
VATB,TNMH-TX1,07/01/2017,06/30/2018,0,1,4,0,8,0,0,0
WALC,TNMH-TX1,07/01/2017,06/30/2018,0,0,2,0,0,0,0,0
WIDN,TNMH-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
ALOB,TNPV-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
PADV,TNPV-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
TNDS,TNPV-TX1,07/01/2017,06/30/2018,1,1,9,0,0,0,0,0
ALOB,TNST-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,1,0
GALL,TNST-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,1,0
LAOP,TNST-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,1,0
MDPC,TNST-TX1,07/01/2017,06/30/2018,0,0,2,0,0,0,0,0
MOMA,TNST-TX1,07/01/2017,06/30/2018,0,0,2,0,0,0,1,0
MWOB,TNST-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,1,0
NCCM,TNST-TX1,07/01/2017,06/30/2018,0,1,1,0,0,0,0,0
NCNC,TNST-TX1,07/01/2017,06/30/2018,0,1,1,0,0,0,0,0
OKOP,TNST-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,1,0
ORUO,TNST-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
PADV,TNST-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
SCOP,TNST-TX1,07/01/2017,06/30/2018,0,1,4,0,0,0,0,0
TNDS,TNST-TX1,07/01/2017,06/30/2018,1,1,46,0,0,0,14,0
TXSB,TNST-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,1,0
AROR,TNUK-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
FLFH,TNUK-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
KYDA,TNUK-TX1,07/01/2017,06/30/2018,0,1,1,0,0,0,0,0
LAOP,TNUK-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
NCCM,TNUK-TX1,07/01/2017,06/30/2018,0,1,2,0,0,0,0,0
NCNC,TNUK-TX1,07/01/2017,06/30/2018,0,1,1,0,0,0,0,0
NJTO,TNUK-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
SCOP,TNUK-TX1,07/01/2017,06/30/2018,0,1,2,0,0,0,0,0
TNDS,TNUK-TX1,07/01/2017,06/30/2018,1,1,50,0,0,0,0,0
ALOB,TNVU-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,1,0
AROR,TNVU-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,4,0
CORS,TNVU-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
DCTC,TNVU-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,1,0
FLFH,TNVU-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
FLUF,TNVU-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,3,0
FLWC,TNVU-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,1,0
GALL,TNVU-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,5,4
ILIP,TNVU-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
INOP,TNVU-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,3,0
KYDA,TNVU-TX1,07/01/2017,06/30/2018,0,1,6,0,3,0,1,0
LAOP,TNVU-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,10,0
MIOP,TNVU-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,1,0
MOMA,TNVU-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,0,2
MSOP,TNVU-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,3,0
MWOB,TNVU-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,2
NCCM,TNVU-TX1,07/01/2017,06/30/2018,0,1,2,0,3,0,0,0
NCNC,TNVU-TX1,07/01/2017,06/30/2018,0,1,0,0,10,0,2,0
NJTO,TNVU-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,1,0
OHLP,TNVU-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
OHOV,TNVU-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,1,2
OKOP,TNVU-TX1,07/01/2017,06/30/2018,0,0,2,0,0,0,1,0
PADV,TNVU-TX1,07/01/2017,06/30/2018,0,0,2,0,0,0,2,0
PATF,TNVU-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,2,2
SCOP,TNVU-TX1,07/01/2017,06/30/2018,0,1,1,0,5,0,0,2
TNDS,TNVU-TX1,07/01/2017,06/30/2018,1,1,113,5,105,0,50,19
TNMS,TNVU-TX1,07/01/2017,06/30/2018,0,1,2,1,0,0,1,0
TXGC,TNVU-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,2,0
TXSA,TNVU-TX1,07/01/2017,06/30/2018,0,0,3,0,0,0,1,0
TXSB,TNVU-TX1,07/01/2017,06/30/2018,0,0,2,0,0,0,2,0
VATB,TNVU-TX1,07/01/2017,06/30/2018,0,1,3,0,2,0,1,0
WALC,TNVU-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
WIDN,TNVU-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,3,0
WIUW,TNVU-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
AZOB,TNVU-VA1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
TNDS,TNVU-VA1,07/01/2017,06/30/2018,1,1,16,0,0,0,0,0
